age,screen_time,social_media,sleep_hours,academic_pressure,living_Living in hostel,living_Living in hostel/PG,living_Living with family,meditation_Never,meditation_Occasionally (1–2 times per week),meditation_Rarely (less than once per week),meditation_Regularly (5+ times per week),productivity_Almost entirely productive (80–100%),productivity_Mostly productive (60–80%),productivity_Some (20–40%),productivity_Very little (0–20%),label
18,4,6,2,5,False,False,True,False,False,False,True,True,False,False,False,0
17,2,1,8,5,False,False,True,False,False,True,False,False,False,False,False,1
20,10,1,3,4,False,True,False,True,False,False,False,False,False,True,False,1
24,8,3,2,5,False,True,False,False,False,True,False,False,False,False,True,0
23,10,6,8,5,False,True,False,False,False,False,False,False,False,True,False,1
22,2,4,5,5,False,False,True,False,False,False,False,False,True,False,False,1
18,9,6,5,4,False,False,True,False,True,False,False,False,False,False,True,0
24,5,5,10,3,False,False,True,True,False,False,False,False,False,False,False,1
20,5,2,7,1,False,False,False,False,False,True,False,False,True,False,False,1
20,8,3,2,1,False,False,True,False,False,False,False,False,True,False,False,0
17,3,6,7,4,False,False,False,False,False,True,False,True,False,False,False,1
19,2,3,6,2,False,False,False,False,True,False,False,False,False,False,True,1
17,8,6,8,2,False,False,False,False,True,False,False,False,False,True,False,1
21,9,6,6,4,False,False,True,False,True,False,False,True,False,False,False,1
24,10,3,10,2,False,False,False,False,False,False,False,False,True,False,False,1
18,5,1,8,1,False,False,False,False,False,False,True,True,False,False,False,1
24,9,3,10,3,False,False,True,False,False,False,True,True,False,False,False,1
19,8,3,10,1,False,False,False,False,False,False,True,False,False,True,False,0
22,4,4,5,1,False,False,True,False,True,False,False,False,False,False,True,1
18,10,5,5,5,False,False,True,False,False,False,False,True,False,False,False,0
19,7,1,10,3,False,False,False,True,False,False,False,False,False,False,True,0
20,8,6,5,2,False,True,False,False,True,False,False,False,True,False,False,1
22,5,3,5,2,False,True,False,False,False,False,True,False,False,False,True,0
24,9,4,5,1,False,False,False,False,False,False,True,False,False,False,False,1
24,2,1,2,2,False,True,False,False,True,False,False,False,True,False,False,0
18,9,5,3,4,False,True,False,True,False,False,False,False,True,False,False,1
21,3,6,3,2,False,False,True,True,False,False,False,False,False,False,True,0
23,2,5,8,2,False,False,False,False,True,False,False,False,False,False,True,1
23,8,5,6,1,False,False,True,True,False,False,False,True,False,False,False,0
23,10,6,2,3,False,False,True,False,False,True,False,True,False,False,False,0
21,8,5,10,3,False,False,True,False,False,True,False,False,False,True,False,1
24,2,3,7,3,False,False,True,False,False,False,False,False,False,False,False,1
23,3,4,6,2,False,False,False,False,False,False,False,False,False,False,False,0
24,10,1,8,3,False,True,False,False,True,False,False,False,True,False,False,1
20,9,1,10,2,False,False,True,False,True,False,False,False,False,False,False,0
20,4,5,2,5,False,False,True,False,False,False,False,False,False,True,False,0
19,3,1,2,3,False,True,False,True,False,False,False,False,False,True,False,1
17,10,2,4,2,False,False,False,False,True,False,False,False,False,True,False,0
20,4,5,3,3,False,False,True,False,False,False,False,False,False,False,True,1
22,5,3,5,3,False,False,False,False,False,False,False,False,False,False,True,1
18,10,2,3,3,False,False,True,False,False,False,True,False,True,False,False,0
24,7,2,4,2,False,True,False,False,False,True,False,False,False,True,False,0
20,6,6,3,5,False,False,False,False,False,False,True,False,False,False,True,1
17,5,3,10,4,False,True,False,False,True,False,False,False,False,False,True,1
23,6,2,7,5,False,False,True,False,False,False,True,True,False,False,False,1
17,3,3,8,1,False,False,True,True,False,False,False,True,False,False,False,1
20,10,6,6,4,False,False,False,False,False,False,True,False,False,True,False,0
21,5,4,8,5,False,False,True,False,False,False,True,False,True,False,False,1
19,9,1,4,2,False,False,True,False,False,False,False,True,False,False,False,0
20,7,5,5,4,False,False,True,False,False,True,False,True,False,False,False,1
21,4,4,4,1,False,False,True,True,False,False,False,False,False,False,False,1
20,8,2,3,2,False,False,True,False,False,True,False,False,False,False,True,0
21,3,3,3,3,False,True,False,False,False,False,False,True,False,False,False,0
24,9,5,10,2,False,False,True,False,True,False,False,False,False,True,False,1
23,6,1,2,1,False,False,False,False,False,False,False,False,False,False,False,0
24,6,4,2,3,False,False,False,False,False,False,False,True,False,False,False,0
17,7,4,8,3,False,False,True,False,False,False,False,True,False,False,False,1
21,7,3,4,3,False,True,False,False,False,True,False,False,False,False,True,1
19,2,5,6,1,False,False,True,False,False,True,False,False,False,False,True,1
24,2,3,2,2,False,False,True,False,False,False,False,False,False,True,False,1
22,7,5,3,2,False,False,False,False,False,False,True,False,True,False,False,0
23,4,2,10,1,False,False,False,False,False,False,False,False,False,True,False,1
23,5,6,6,3,False,False,True,False,False,False,False,False,True,False,False,1
24,9,4,10,2,False,False,False,False,True,False,False,True,False,False,False,1
21,10,6,4,5,False,False,True,False,False,False,False,False,False,False,False,0
17,8,4,8,2,False,True,False,True,False,False,False,False,False,False,True,1
20,7,4,10,2,False,False,True,False,False,False,False,False,False,True,False,0
24,7,6,2,1,False,False,True,False,False,True,False,False,True,False,False,1
23,7,1,8,4,False,False,True,True,False,False,False,False,False,False,False,1
20,6,2,5,2,False,False,False,True,False,False,False,False,False,True,False,0
19,7,5,2,3,False,True,False,True,False,False,False,False,False,False,False,0
19,5,5,10,4,False,False,True,False,False,True,False,False,False,False,True,1
20,10,1,6,3,False,True,False,False,False,False,True,False,False,False,False,1
22,7,4,2,5,False,False,False,False,True,False,False,False,False,False,True,0
18,2,4,6,5,False,True,False,True,False,False,False,True,False,False,False,1
23,5,6,2,4,False,False,False,False,True,False,False,False,False,True,False,0
22,7,4,4,5,False,True,False,False,False,False,True,False,False,True,False,0
22,8,3,2,1,False,False,False,False,False,False,True,False,True,False,False,0
18,3,1,10,5,False,True,False,False,False,True,False,True,False,False,False,1
24,5,1,5,5,False,False,True,False,False,True,False,False,False,False,True,1
22,10,5,4,5,False,False,False,False,False,True,False,False,True,False,False,1
18,5,6,4,3,False,True,False,False,False,False,False,False,False,False,False,1
18,4,5,6,2,False,False,True,False,False,False,True,False,False,False,True,1
19,5,2,3,1,False,False,False,False,False,False,False,False,False,False,True,1
19,10,3,10,3,False,False,False,False,False,False,True,True,False,False,False,1
23,3,2,8,1,False,False,True,False,False,False,False,False,True,False,False,1
20,10,2,7,4,False,False,False,False,False,False,False,True,False,False,False,1
18,3,3,5,5,False,True,False,False,True,False,False,False,False,True,False,1
18,4,4,3,1,False,False,False,False,True,False,False,False,False,False,False,0
18,7,2,6,1,False,False,False,False,True,False,False,False,True,False,False,1
24,6,1,6,1,False,True,False,False,False,False,False,False,False,False,False,0
24,2,3,10,4,False,False,False,False,False,False,False,True,False,False,False,1
19,4,2,10,1,False,False,True,False,True,False,False,False,False,False,True,1
17,3,3,3,3,False,True,False,False,False,False,False,True,False,False,False,0
23,4,5,3,1,False,True,False,False,True,False,False,False,False,False,False,1
22,10,5,4,3,False,False,True,False,True,False,False,False,False,True,False,1
19,5,3,10,3,False,False,True,False,False,False,True,False,True,False,False,1
21,2,2,8,1,False,False,False,False,False,False,True,True,False,False,False,1
21,3,1,4,4,False,False,False,False,False,True,False,False,True,False,False,1
19,5,4,3,1,False,True,False,True,False,False,False,False,True,False,False,1
18,5,1,7,5,False,False,False,False,False,True,False,False,True,False,False,1
24,6,1,3,3,False,True,False,False,False,False,False,True,False,False,False,0
20,6,4,3,2,False,False,True,False,False,False,False,False,False,False,False,1
24,8,4,5,3,False,True,False,False,True,False,False,False,False,False,True,0
23,4,5,5,3,False,False,True,False,False,True,False,False,True,False,False,1
19,10,4,8,4,False,True,False,False,False,False,False,False,False,False,True,1
23,5,2,2,3,False,True,False,False,True,False,False,False,False,False,True,1
21,3,4,8,2,False,False,False,True,False,False,False,True,False,False,False,0
19,4,1,5,3,False,False,True,False,True,False,False,False,False,True,False,1
23,10,5,3,3,False,False,False,False,True,False,False,True,False,False,False,0
20,9,4,8,5,False,False,False,True,False,False,False,False,False,False,True,1
19,5,4,5,4,False,False,True,False,False,False,False,False,True,False,False,0
22,7,3,4,4,False,False,False,False,False,True,False,False,False,False,True,0
19,10,3,6,2,False,False,False,False,True,False,False,False,True,False,False,0
24,4,2,8,1,False,False,False,True,False,False,False,False,False,True,False,1
17,2,2,4,4,False,False,False,False,False,False,True,False,False,False,False,0
20,3,3,8,2,False,False,True,True,False,False,False,False,False,True,False,0
18,2,5,10,5,False,True,False,False,False,False,False,False,False,True,False,1
17,7,1,6,1,False,True,False,False,False,False,False,False,False,False,False,1
18,4,1,6,5,False,True,False,True,False,False,False,False,False,False,False,0
20,3,4,6,4,False,False,True,False,False,True,False,False,False,True,False,1
20,6,4,5,5,False,False,True,False,False,True,False,False,False,False,False,1
17,5,4,4,3,False,True,False,True,False,False,False,False,False,False,True,0
21,9,2,4,4,False,True,False,False,False,False,True,False,True,False,False,1
22,4,5,6,4,False,False,False,True,False,False,False,False,False,True,False,1
24,7,2,7,4,False,True,False,False,True,False,False,False,True,False,False,0
18,9,5,3,1,False,True,False,False,False,False,True,False,False,False,False,1
21,10,4,5,1,False,False,False,False,False,True,False,True,False,False,False,0
21,2,2,10,1,False,True,False,False,False,True,False,False,False,True,False,1
17,3,3,4,4,False,False,True,False,False,False,True,True,False,False,False,0
23,7,4,2,3,False,False,True,False,False,False,True,False,False,True,False,0
20,8,6,8,1,False,True,False,False,False,True,False,False,False,False,True,0
23,5,5,8,4,False,True,False,False,True,False,False,False,False,False,False,1
19,3,3,5,4,False,False,False,True,False,False,False,False,False,False,True,1
20,3,3,7,2,False,False,True,True,False,False,False,True,False,False,False,1
20,4,5,5,5,False,False,True,False,True,False,False,False,False,True,False,1
21,4,2,8,4,False,False,True,False,False,True,False,True,False,False,False,1
19,5,4,2,2,False,False,True,False,False,False,False,False,True,False,False,0
23,8,3,6,4,False,False,True,False,False,False,False,False,True,False,False,0
20,2,3,3,4,False,False,False,False,False,False,True,False,False,False,True,1
24,2,5,4,2,False,False,False,False,False,False,True,False,False,True,False,0
18,4,3,5,3,False,True,False,False,False,False,False,False,False,True,False,0
17,10,1,4,5,False,True,False,False,True,False,False,False,True,False,False,0
24,3,1,7,4,False,True,False,True,False,False,False,False,False,True,False,0
21,7,4,3,3,False,True,False,False,False,False,True,True,False,False,False,0
24,5,3,8,4,False,False,False,False,False,False,False,False,False,False,False,0
19,2,4,8,1,False,True,False,False,False,False,True,True,False,False,False,1
21,4,1,3,3,False,False,True,False,True,False,False,False,False,False,True,0
23,8,5,4,5,False,False,False,False,True,False,False,False,False,False,False,0
22,4,6,2,2,False,False,True,False,False,False,True,False,False,False,False,0
21,10,4,8,4,False,False,True,False,False,False,False,False,True,False,False,1
18,3,4,10,3,False,False,False,False,False,True,False,False,False,False,False,0
22,3,3,10,4,False,True,False,False,True,False,False,False,False,False,True,1
21,7,2,5,5,False,False,False,False,False,False,True,False,True,False,False,0
20,10,1,5,1,False,False,True,False,True,False,False,False,True,False,False,1
23,2,5,2,4,False,False,True,False,False,False,False,True,False,False,False,0
21,4,5,4,1,False,True,False,True,False,False,False,False,True,False,False,1
23,10,2,5,3,False,True,False,False,False,False,True,False,False,False,False,1
17,8,1,6,2,False,True,False,False,True,False,False,False,False,False,True,1
21,6,6,7,2,False,False,False,True,False,False,False,True,False,False,False,1
17,10,5,2,5,False,False,True,False,False,True,False,False,False,True,False,1
19,8,6,5,2,False,False,True,False,False,False,False,False,False,True,False,1
20,2,3,4,2,False,False,False,False,True,False,False,False,False,False,False,1
22,4,5,4,4,False,False,True,False,False,True,False,False,False,True,False,1
19,4,2,6,3,False,False,True,False,False,True,False,False,False,True,False,1
18,3,2,6,3,False,False,False,False,False,False,False,False,False,False,False,1
20,5,5,2,2,False,False,False,False,True,False,False,False,True,False,False,1
19,6,5,4,4,False,False,False,False,True,False,False,False,False,False,False,1
20,7,6,6,3,False,False,True,False,False,False,False,True,False,False,False,1
21,10,4,5,2,False,False,False,False,False,False,True,False,False,False,False,1
20,6,5,10,5,False,False,False,False,False,True,False,True,False,False,False,1
18,4,6,7,1,False,False,False,False,True,False,False,False,True,False,False,1
19,6,1,8,1,False,True,False,False,False,False,False,False,False,True,False,0
22,10,2,2,4,False,False,True,False,False,False,True,False,False,False,False,1
24,4,2,10,3,False,True,False,False,False,False,True,False,False,False,True,1
24,7,1,7,3,False,False,False,True,False,False,False,False,False,False,False,0
17,4,2,3,2,False,False,False,True,False,False,False,False,False,False,True,0
18,4,5,8,2,False,False,False,False,False,False,True,False,False,True,False,0
22,6,3,5,1,False,True,False,False,True,False,False,False,False,False,False,0
17,7,2,8,3,False,False,True,False,True,False,False,False,False,True,False,1
24,10,3,6,1,False,False,False,False,False,False,True,False,False,False,False,1
23,6,4,5,3,False,True,False,False,False,True,False,True,False,False,False,1
22,10,3,7,1,False,True,False,False,True,False,False,False,False,False,True,0
24,10,4,4,4,False,False,False,True,False,False,False,False,True,False,False,0
22,9,4,6,1,False,True,False,False,True,False,False,False,False,False,True,0
24,2,5,6,2,False,True,False,True,False,False,False,False,False,False,False,0
23,10,4,2,1,False,True,False,False,True,False,False,False,False,True,False,1
17,7,1,8,1,False,False,True,False,False,True,False,False,False,False,True,0
17,4,6,7,3,False,True,False,False,True,False,False,True,False,False,False,0
21,2,2,10,2,False,False,True,False,False,False,False,False,False,False,True,0
24,7,3,4,1,False,True,False,True,False,False,False,False,False,True,False,0
18,7,3,5,3,False,False,False,False,False,True,False,True,False,False,False,1
19,8,2,10,3,False,False,True,False,False,True,False,False,False,False,True,1
19,5,1,10,4,False,False,True,False,False,False,True,False,False,True,False,0
20,4,2,2,2,False,False,True,False,False,False,True,False,False,False,True,0
22,9,1,6,1,False,True,False,True,False,False,False,False,False,False,False,1
24,5,5,10,4,False,False,False,True,False,False,False,False,False,False,True,1
19,7,6,6,5,False,False,True,False,False,False,True,False,False,True,False,0
20,5,3,2,2,False,True,False,False,False,True,False,False,False,False,False,0
20,7,5,5,3,False,False,True,True,False,False,False,False,False,True,False,1
24,3,6,4,4,False,False,True,False,True,False,False,False,True,False,False,0
20,10,3,3,3,False,True,False,False,False,False,False,False,False,False,True,1
19,10,3,3,3,False,False,True,True,False,False,False,False,True,False,False,0
19,10,6,10,5,False,False,False,False,True,False,False,True,False,False,False,1
19,6,2,10,5,False,False,False,True,False,False,False,True,False,False,False,1
18,5,3,5,3,False,False,False,False,False,False,True,False,False,False,True,1
